state,year,area,production,yield,crop
Punjab,1999,162000.0,417000.0,2.57,maize
Punjab,2000,165000.0,461000.0,2.79,maize
Punjab,2001,165000.0,449000.0,2.72,maize
Punjab,2002,152000.0,310000.0,2.04,maize
Punjab,2003,154000.0,459000.0,2.98,maize
Punjab,2004,154000.0,422000.0,2.74,maize
Punjab,2005,148000.0,403000.0,2.72,maize
Punjab,2006,154000.0,481000.0,3.12,maize
Punjab,2007,153000.0,521000.0,3.41,maize
Punjab,2008,151000.0,514000.0,3.4,maize
Punjab,2009,139000.0,475000.0,3.42,maize
Punjab,2010,133000.0,491000.0,3.69,maize
Punjab,2011,126000.0,502000.0,3.98,maize
Punjab,2012,131000.0,483000.0,3.69,maize
Punjab,2013,130000.0,507000.0,3.9,maize
Punjab,2014,126000.0,460000.0,3.65,maize
Punjab,2015,115000.0,424000.0,3.69,maize
Punjab,2016,116000.0,445000.0,3.84,maize
Punjab,2017,114000.0,423000.0,3.71,maize
Punjab,2018,109200.0,395900.0,3.63,maize
Punjab,2019,114600.0,410500.0,3.58,maize
Punjab,2020,108100.0,396400.0,3.67,maize
Punjab,2021,105300.0,414000.0,3.93,maize
Punjab,2022,93300.0,409900.0,4.39,maize
Rajasthan,1997,968700.0,1222300.0,1.26,maize
Rajasthan,1998,946350.0,1022458.0,1.08,maize
Rajasthan,1999,933578.0,968657.0,1.04,maize
Rajasthan,2000,969898.0,1015326.0,1.05,maize
Rajasthan,2001,1017433.0,1478871.0,1.45,maize
Rajasthan,2002,983553.0,870264.0,0.88,maize
Rajasthan,2003,1110655.0,2069387.0,1.86,maize
Rajasthan,2004,1042511.0,1265243.0,1.21,maize
Rajasthan,2005,1004963.0,1103841.0,1.1,maize
Rajasthan,2006,1032079.0,1117941.0,1.08,maize
Rajasthan,2007,1055538.0,1961513.0,1.86,maize
Rajasthan,2008,1053878.0,1831110.0,1.74,maize
Rajasthan,2009,1100216.0,1144716.0,1.04,maize
Rajasthan,2010,1147191.0,2061424.0,1.8,maize
Rajasthan,2011,1045591.0,1651649.0,1.58,maize
Rajasthan,2012,986158.0,1858202.0,1.88,maize
Rajasthan,2013,926697.0,1477504.0,1.59,maize
Rajasthan,2014,904271.0,1565588.0,1.73,maize
Rajasthan,2015,881103.0,1156675.0,1.31,maize
Rajasthan,2016,937251.0,1404164.0,1.5,maize
Rajasthan,2017,870123.0,1763557.0,2.03,maize
Rajasthan,2018,857172.0,1913130.0,2.23,maize
Rajasthan,2019,891115.0,1155671.0,1.3,maize
Rajasthan,2020,993201.0,2735186.0,2.75,maize
Rajasthan,2021,951797.0,1984572.0,2.09,maize
Rajasthan,2022,956861.0,2122619.0,2.22,maize
Sikkim,1997,39393.0,55710.0,1.41,maize
Sikkim,1998,39383.0,53800.0,1.37,maize
Sikkim,1999,39093.0,52834.0,1.35,maize
Sikkim,2000,39903.0,59611.0,1.49,maize
Sikkim,2001,40110.0,57014.0,1.42,maize
Sikkim,2002,36720.0,53210.0,1.45,maize
Sikkim,2003,36700.0,57050.0,1.55,maize
Sikkim,2004,36700.0,58280.0,1.59,maize
Sikkim,2005,25450.0,61100.0,2.4,maize
Sikkim,2006,40850.0,64890.0,1.59,maize
Sikkim,2007,39770.0,59120.0,1.49,maize
Sikkim,2008,39200.0,65740.0,1.68,maize
Sikkim,2009,39500.0,64690.0,1.64,maize
Sikkim,2010,40170.0,276023.0,6.87,maize
Sikkim,2011,39950.0,66210.0,1.66,maize
Sikkim,2012,39970.0,67950.0,1.7,maize
Sikkim,2013,39930.0,68825.0,1.72,maize
Sikkim,2014,39880.0,68890.0,1.73,maize
Sikkim,2015,38955.0,68310.0,1.75,maize
Sikkim,2016,38498.0,67992.0,1.77,maize
Sikkim,2017,38458.0,67968.0,1.77,maize
Sikkim,2018,37778.0,66789.0,1.77,maize
Sikkim,2019,38387.0,67908.0,1.77,maize
Sikkim,2020,38390.0,67938.0,1.77,maize
Sikkim,2021,38278.0,67864.0,1.77,maize
Sikkim,2022,37523.0,67046.0,1.79,maize
Tamil Nadu,1997,58044.0,94940.0,1.64,maize
Tamil Nadu,1998,70179.0,111983.0,1.6,maize
Tamil Nadu,1999,115803.0,183765.0,1.59,maize
Tamil Nadu,2000,119802.0,193854.0,1.62,maize
Tamil Nadu,2002,121057.0,191646.0,1.58,maize
Tamil Nadu,2003,160159.0,250992.0,1.57,maize
Tamil Nadu,2004,189893.0,294717.0,1.55,maize
Tamil Nadu,2005,202830.0,,,maize
Tamil Nadu,2006,197782.0,759112.0,3.84,maize
Tamil Nadu,2007,223428.0,810057.0,3.63,maize
Tamil Nadu,2008,286639.0,1257882.0,4.39,maize
Tamil Nadu,2009,244159.0,1138126.0,4.66,maize
Tamil Nadu,2010,230489.0,1027536.0,4.46,maize
Tamil Nadu,2011,280629.0,1695467.0,6.04,maize
Tamil Nadu,2012,291052.0,946363.0,3.25,maize
Tamil Nadu,2013,380429.0,2245216.0,5.9,maize
Tamil Nadu,2014,321952.0,2647751.0,8.22,maize
Tamil Nadu,2015,355064.0,2532330.0,7.13,maize
Tamil Nadu,2016,315030.0,953377.0,3.03,maize
Tamil Nadu,2017,324518.0,2591632.0,7.99,maize
Tamil Nadu,2018,390602.0,2834437.0,7.26,maize
Tamil Nadu,2019,333565.0,2614747.0,7.84,maize
Tamil Nadu,2020,400210.0,2564800.0,6.41,maize
Tamil Nadu,2021,400076.0,2826744.0,7.07,maize
Tamil Nadu,2022,426701.0,2989945.0,7.01,maize
Telangana,1997,345500.0,939700.0,2.72,maize
Telangana,1998,353600.0,1229900.0,3.48,maize
Telangana,1999,393368.0,1249909.0,3.18,maize
Telangana,2000,449286.0,1279909.0,2.85,maize
Telangana,2001,370100.0,1185633.0,3.2,maize
Telangana,2002,450836.0,1162574.0,2.58,maize
Telangana,2003,599383.0,1981817.0,3.31,maize
Telangana,2004,532117.0,1351308.0,2.54,maize
Telangana,2005,638134.0,2339296.0,3.67,maize
Telangana,2006,591470.0,1626326.0,2.75,maize
Telangana,2007,604000.0,2873000.0,4.76,maize
Telangana,2008,600605.0,2193334.0,3.65,maize
Telangana,2009,569280.0,1366030.0,2.4,maize
Telangana,2010,510026.0,2068560.0,4.06,maize
Telangana,2011,591349.0,1892475.0,3.2,maize
Telangana,2012,664000.0,2945000.0,4.44,maize
Telangana,2013,750219.0,3511493.0,4.68,maize
Telangana,2014,691471.0,2308051.0,3.34,maize
Telangana,2015,572794.0,1751074.0,3.06,maize
Telangana,2016,801822.0,2882475.0,3.59,maize
Telangana,2017,630457.0,2752147.0,4.37,maize
Telangana,2018,543066.0,2082991.0,3.84,maize
Telangana,2019,643253.0,3643686.0,5.66,maize
Telangana,2020,258904.0,1755370.0,6.78,maize
Telangana,2021,517926.0,3008035.0,5.81,maize
Telangana,2022,515522.0,2864595.0,5.56,maize
Tripura,1998,2320.0,1730.0,0.75,maize
Tripura,1999,1250.0,1000.0,0.8,maize
Tripura,2000,1580.0,1580.0,1.0,maize
Tripura,2001,2080.0,2080.0,1.0,maize
Tripura,2002,2305.0,2205.0,0.96,maize
Tripura,2003,2240.0,2150.0,0.96,maize
Tripura,2004,2790.0,2967.0,1.06,maize
Tripura,2005,2150.0,2100.0,0.98,maize
Tripura,2006,2450.0,2420.0,0.99,maize
Tripura,2007,2123.0,2125.0,1.0,maize
Tripura,2008,2093.0,2046.0,0.98,maize
Tripura,2009,2018.0,2030.0,1.01,maize
Tripura,2010,3101.0,4104.0,1.32,maize
Tripura,2011,3743.0,5058.0,1.35,maize
Tripura,2012,3948.0,5177.0,1.31,maize
Tripura,2013,4549.0,5805.0,1.28,maize
Tripura,2014,4519.0,5963.0,1.32,maize
Tripura,2015,8746.0,12177.0,1.39,maize
Tripura,2016,14696.0,20495.0,1.39,maize
Tripura,2017,15736.0,22473.0,1.43,maize
Tripura,2018,15982.0,22695.0,1.42,maize
Tripura,2019,14635.0,22975.0,1.57,maize
Tripura,2020,21784.0,42748.0,1.96,maize
Tripura,2021,19704.0,40315.0,2.05,maize
Tripura,2022,14718.0,34409.0,2.34,maize
Uttar Pradesh,1997,992031.0,1556503.0,1.57,maize
Uttar Pradesh,1998,970662.0,980947.0,1.01,maize
Uttar Pradesh,1999,933168.0,1351936.0,1.45,maize
Uttar Pradesh,2000,920841.0,1494054.0,1.62,maize
Uttar Pradesh,2001,931137.0,1516580.0,1.63,maize
Uttar Pradesh,2002,775198.0,858474.0,1.11,maize
Uttar Pradesh,2003,842198.0,1151541.0,1.37,maize
Uttar Pradesh,2004,845907.0,1314145.0,1.55,maize
Uttar Pradesh,2005,810306.0,1040607.0,1.28,maize
Uttar Pradesh,2006,871633.0,1163852.0,1.34,maize
Uttar Pradesh,2007,837645.0,1208944.0,1.44,maize
Uttar Pradesh,2008,798882.0,1198846.0,1.5,maize
Uttar Pradesh,2009,708681.0,1038841.0,1.47,maize
Uttar Pradesh,2010,753722.0,1113504.0,1.48,maize
Uttar Pradesh,2011,787401.0,1308298.0,1.66,maize
Uttar Pradesh,2012,735999.0,1368747.0,1.86,maize
Uttar Pradesh,2013,766946.0,1432075.0,1.87,maize
Uttar Pradesh,2014,715753.0,1279257.0,1.79,maize
Uttar Pradesh,2015,703200.0,1303866.0,1.85,maize
Uttar Pradesh,2016,806480.0,1524658.0,1.89,maize
Uttar Pradesh,2017,724343.0,1598893.0,2.21,maize
Uttar Pradesh,2018,733025.0,1524873.0,2.08,maize
Uttar Pradesh,2019,729073.0,1804132.0,2.47,maize
Uttar Pradesh,2020,772611.0,1817350.0,2.35,maize
Uttar Pradesh,2021,885861.0,1915809.0,2.16,maize
Uttar Pradesh,2022,891000.0,1952255.0,2.19,maize
Uttarakhand,1997,35946.0,58333.0,1.62,maize
Uttarakhand,1998,35683.0,42650.0,1.2,maize
Uttarakhand,1999,34013.0,45593.0,1.34,maize
Uttarakhand,2000,33530.0,48401.0,1.44,maize
Uttarakhand,2001,33063.0,40865.0,1.24,maize
Uttarakhand,2002,28588.0,32254.0,1.13,maize
Uttarakhand,2003,31346.0,47670.0,1.52,maize
Uttarakhand,2004,29575.0,45114.0,1.53,maize
Uttarakhand,2005,31461.0,39917.0,1.27,maize
Uttarakhand,2006,27244.0,35981.0,1.32,maize
Uttarakhand,2007,28082.0,43792.0,1.56,maize
Uttarakhand,2008,26872.0,36437.0,1.36,maize
Uttarakhand,2009,26166.0,36191.0,1.38,maize
Uttarakhand,2010,26257.0,40624.0,1.55,maize
Uttarakhand,2011,25519.0,38378.0,1.5,maize
Uttarakhand,2012,26147.0,38803.0,1.48,maize
Uttarakhand,2013,23582.0,33830.0,1.43,maize
Uttarakhand,2014,23793.0,49215.0,2.07,maize
Uttarakhand,2015,22166.0,38208.0,1.72,maize
Uttarakhand,2016,21782.0,36782.0,1.69,maize
Uttarakhand,2017,20872.0,42659.0,2.04,maize
Uttarakhand,2018,21384.0,40273.0,1.88,maize
Uttarakhand,2019,21555.0,41314.0,1.92,maize
Uttarakhand,2020,19895.0,41538.0,2.09,maize
Uttarakhand,2021,20280.0,50687.0,2.5,maize
Uttarakhand,2022,17316.0,39811.0,2.3,maize
West Bengal,1997,35469.0,130390.0,3.68,maize
West Bengal,1998,38519.0,121161.0,3.15,maize
West Bengal,1999,35129.0,69682.0,1.98,maize
West Bengal,2000,35267.0,88264.0,2.5,maize
West Bengal,2001,33288.0,86409.0,2.6,maize
West Bengal,2002,27724.0,55300.0,1.99,maize
West Bengal,2003,55530.0,126059.0,2.27,maize
West Bengal,2004,64629.0,190546.0,2.95,maize
West Bengal,2005,71753.0,207252.0,2.89,maize
West Bengal,2006,85446.0,253505.0,2.97,maize
West Bengal,2007,77173.0,244373.0,3.17,maize
West Bengal,2008,90774.0,343434.0,3.78,maize
West Bengal,2009,97716.0,385219.0,3.94,maize
West Bengal,2010,88648.0,352316.0,3.97,maize
West Bengal,2011,97838.0,364128.0,3.72,maize
West Bengal,2012,123012.0,461411.0,3.75,maize
West Bengal,2013,143904.0,620481.0,4.31,maize
West Bengal,2014,151797.0,649884.0,4.28,maize
West Bengal,2015,153117.0,662434.0,4.33,maize
West Bengal,2016,163455.0,753280.0,4.61,maize
West Bengal,2017,245228.0,1423417.0,5.8,maize
West Bengal,2018,264302.0,1732881.0,6.56,maize
West Bengal,2019,362384.0,2447545.0,6.75,maize
West Bengal,2020,360810.0,2577644.0,7.14,maize
West Bengal,2021,361339.0,2525490.0,6.99,maize
West Bengal,2022,362102.0,2289856.0,6.32,maize
Andaman and Nicobar Islands,2000,10881.0,32184.0,2.96,rice
Andaman and Nicobar Islands,2001,9801.0,27333.0,2.79,rice
Andaman and Nicobar Islands,2002,10885.0,32112.0,2.95,rice
Andaman and Nicobar Islands,2003,10561.0,30851.0,2.92,rice
Andaman and Nicobar Islands,2004,10735.0,29192.0,2.72,rice
Andaman and Nicobar Islands,2005,8685.0,25883.0,2.98,rice
Andaman and Nicobar Islands,2006,7776.0,21535.0,2.77,rice
Andaman and Nicobar Islands,2010,8390.0,23916.0,2.85,rice
Andaman and Nicobar Islands,2011,8100.0,15984.0,1.97,rice
Andaman and Nicobar Islands,2012,7850.0,14333.0,1.83,rice
Andaman and Nicobar Islands,2013,8005.0,16246.0,2.03,rice
Andaman and Nicobar Islands,2014,6435.0,13119.0,2.04,rice
Andaman and Nicobar Islands,2015,6100.0,13678.0,2.24,rice
Andaman and Nicobar Islands,2016,4876.0,12594.0,2.58,rice
Andaman and Nicobar Islands,2017,5341.0,11230.0,2.1,rice
Andaman and Nicobar Islands,2018,5391.0,11440.0,2.12,rice
Andaman and Nicobar Islands,2019,5701.0,17981.0,3.15,rice
Andaman and Nicobar Islands,2022,4990.0,10523.0,2.11,rice
Andhra Pradesh,1997,2565400.0,6436200.0,2.51,rice
Andhra Pradesh,1998,2780100.0,7687800.0,2.77,rice
Andhra Pradesh,1999,2634246.0,7362441.0,2.79,rice
Andhra Pradesh,2000,2694741.0,8040667.0,2.98,rice
Andhra Pradesh,2001,2515353.0,7823692.0,3.11,rice
Andhra Pradesh,2002,1867142.0,5315408.0,2.85,rice
Andhra Pradesh,2003,1957323.0,6054099.0,3.09,rice
Andhra Pradesh,2004,2227682.0,7392678.0,3.32,rice
Andhra Pradesh,2005,2520723.0,7288721.0,2.89,rice
Andhra Pradesh,2006,2488883.0,7616392.0,3.06,rice
Andhra Pradesh,2007,2576000.0,8880000.0,3.45,rice
Andhra Pradesh,2008,2695725.0,8880586.0,3.29,rice
Andhra Pradesh,2009,2325729.0,7569071.0,3.25,rice
Andhra Pradesh,2010,2772377.0,7883078.0,2.84,rice
Andhra Pradesh,2011,2346300.0,7744175.0,3.3,rice
Andhra Pradesh,2012,2210000.0,6863000.0,3.11,rice
Andhra Pradesh,2013,2583440.0,7993425.0,3.09,rice
Andhra Pradesh,2014,2393955.0,8455584.0,3.53,rice
Andhra Pradesh,2015,2160795.0,7518271.0,3.48,rice
Andhra Pradesh,2016,2105019.0,8002337.0,3.8,rice
Andhra Pradesh,2017,2218186.0,8461342.0,3.81,rice
Andhra Pradesh,2018,2208304.0,8234539.0,3.73,rice
Andhra Pradesh,2019,2355982.0,9140091.0,3.88,rice
Andhra Pradesh,2020,2551588.0,8725689.0,3.42,rice
Andhra Pradesh,2021,2484615.0,8416915.0,3.39,rice
Andhra Pradesh,2022,2129089.0,8419934.0,3.95,rice
Arunachal Pradesh,1997,120020.0,129505.0,1.08,rice
Arunachal Pradesh,1998,115481.0,114116.0,0.99,rice
Arunachal Pradesh,1999,122740.0,134807.0,1.1,rice
Arunachal Pradesh,2000,118601.0,132690.0,1.12,rice
Arunachal Pradesh,2001,119455.0,134621.0,1.13,rice
Arunachal Pradesh,2002,124584.0,152500.0,1.22,rice
Arunachal Pradesh,2003,119205.0,154589.0,1.3,rice
Arunachal Pradesh,2004,121642.0,134950.0,1.11,rice
Arunachal Pradesh,2005,122267.0,146191.0,1.2,rice
Arunachal Pradesh,2006,123038.0,144635.0,1.18,rice
Arunachal Pradesh,2007,124029.0,158146.0,1.28,rice
Arunachal Pradesh,2008,126799.0,164538.0,1.3,rice
Arunachal Pradesh,2009,121468.0,143895.0,1.18,rice
Arunachal Pradesh,2010,121570.0,155993.0,1.28,rice
Arunachal Pradesh,2011,123500.0,159543.0,1.29,rice
Arunachal Pradesh,2012,126085.0,174662.0,1.39,rice
Arunachal Pradesh,2013,131989.0,184104.0,1.39,rice
Arunachal Pradesh,2014,127200.0,189992.0,1.49,rice
Arunachal Pradesh,2015,128800.0,204001.0,1.58,rice
Arunachal Pradesh,2016,131000.0,220000.0,1.68,rice
Arunachal Pradesh,2017,132000.0,233333.0,1.77,rice
Arunachal Pradesh,2018,133200.0,239999.0,1.8,rice
Arunachal Pradesh,2019,133500.0,244741.0,1.83,rice
Arunachal Pradesh,2020,133767.0,247023.0,1.85,rice
Arunachal Pradesh,2021,136484.0,252378.0,1.85,rice
Arunachal Pradesh,2022,137166.0,254396.0,1.85,rice
Assam,1997,2525653.0,2255230.0,0.89,rice
Assam,1998,2454122.0,3254833.0,1.33,rice
Assam,1999,2645868.0,3860648.0,1.46,rice
Assam,2000,2646177.0,3998443.0,1.51,rice
Assam,2001,2536421.0,3854248.0,1.52,rice
Assam,2002,2540680.0,3737802.0,1.47,rice
Assam,2003,2529826.0,3880934.0,1.53,rice
Assam,2004,2383731.0,3470750.0,1.46,rice
Assam,2005,2420327.0,3552438.0,1.47,rice
Assam,2006,2196559.0,2916014.0,1.33,rice
Assam,2007,2323996.0,3318608.0,1.43,rice
Assam,2008,2484126.0,4008435.0,1.61,rice
Assam,2009,2497596.0,4408424.0,1.77,rice
Assam,2010,2537455.0,5032529.0,1.98,rice
Assam,2011,2545706.0,4715678.0,1.85,rice
Assam,2012,2484728.0,5120052.0,2.06,rice
Assam,2013,2503201.0,5193379.0,2.07,rice
Assam,2014,2495297.0,5222645.0,2.09,rice
Assam,2015,2484987.0,5125104.0,2.06,rice
Assam,2016,2467136.0,5127435.0,2.08,rice
Assam,2017,2433711.0,5283713.0,2.17,rice
Assam,2018,2425178.0,5437372.0,2.24,rice
Assam,2019,2400949.0,5214804.0,2.17,rice
Assam,2020,2360470.0,5213852.0,2.21,rice
Assam,2021,2353255.0,4382698.0,1.86,rice
Assam,2022,2307992.0,6044899.0,2.62,rice
Bihar,1997,3621326.0,5395078.0,1.49,rice
Bihar,1998,3110887.0,4670650.0,1.5,rice
Bihar,1999,665467.0,945254.0,1.42,rice
Bihar,2000,3656844.0,5444370.0,1.49,rice
Bihar,2001,3564539.0,5301221.0,1.49,rice
Bihar,2002,3584701.0,5085566.0,1.42,rice
Bihar,2003,3768224.0,5718627.0,1.52,rice
Bihar,2004,3140116.0,2472156.0,0.79,rice
Bihar,2005,3251236.0,3709285.0,1.14,rice
Bihar,2006,3364010.0,5027947.0,1.49,rice
Bihar,2007,3477371.0,4458764.0,1.28,rice
Bihar,2008,3495273.0,5589982.0,1.6,rice
Bihar,2009,3124030.0,3640210.0,1.17,rice
Bihar,2010,2845368.0,3112618.0,1.09,rice
Bihar,2011,3350936.0,8237971.0,2.46,rice
Bihar,2012,3298887.0,8322010.0,2.52,rice
Bihar,2013,3150814.0,6649589.0,2.11,rice
Bihar,2014,3263374.0,8241624.0,2.53,rice
Bihar,2015,3232314.0,6802216.0,2.1,rice
Bihar,2016,3339777.0,8238773.0,2.47,rice
Bihar,2017,3306983.0,8093161.0,2.45,rice
Bihar,2018,3159722.0,6155529.0,1.95,rice
Bihar,2019,3097390.0,6952518.0,2.24,rice
Bihar,2020,3020860.0,7392718.0,2.45,rice
Bihar,2021,3091361.0,7717303.0,2.5,rice
Bihar,2022,2934556.0,7872851.0,2.68,rice
Chandigarh,1998,120.0,360.0,3.0,rice
Chandigarh,1999,80.0,240.0,3.0,rice
Chandigarh,2000,70.0,350.0,5.0,rice
Chandigarh,2001,50.0,250.0,5.0,rice
Chandigarh,2002,140.0,700.0,5.0,rice
Chandigarh,2003,100.0,500.0,5.0,rice
Chandigarh,2004,80.0,400.0,5.0,rice
Chandigarh,2005,50.0,250.0,5.0,rice
Chandigarh,2006,50.0,250.0,5.0,rice
Chandigarh,2007,50.0,250.0,5.0,rice
Chandigarh,2008,20.0,100.0,5.0,rice
Chandigarh,2009,20.0,100.0,5.0,rice
Chandigarh,2010,20.0,103.0,5.15,rice
Chandigarh,2011,20.0,103.0,5.15,rice
Chandigarh,2012,20.0,105.0,5.25,rice
Chandigarh,2013,20.0,106.0,5.3,rice
Chandigarh,2014,20.0,100.0,5.0,rice
Chandigarh,2015,20.0,103.0,5.15,rice
Chandigarh,2016,8.0,42.0,5.25,rice
Chandigarh,2017,10.0,55.0,5.5,rice
Chandigarh,2018,10.0,53.0,5.3,rice
Chandigarh,2019,80.0,440.0,5.5,rice
Chandigarh,2020,82.0,451.0,5.5,rice
Chandigarh,2021,82.0,451.0,5.5,rice
Chandigarh,2022,84.0,462.0,5.5,rice
Chhattisgarh,1998,3564700.0,2256800.0,0.63,rice
Chhattisgarh,1999,3571519.0,4658831.0,1.3,rice
Chhattisgarh,2000,3769746.0,2369295.0,0.63,rice
Chhattisgarh,2001,3810112.0,5073721.0,1.33,rice
Chhattisgarh,2002,3777661.0,2634853.0,0.7,rice
Chhattisgarh,2003,3828992.0,5567644.0,1.45,rice
Chhattisgarh,2004,3843825.0,4586818.0,1.19,rice
Chhattisgarh,2005,3854352.0,5267537.0,1.37,rice
Chhattisgarh,2006,3905319.0,5441525.0,1.39,rice
Chhattisgarh,2007,3902881.0,5634972.0,1.44,rice
Chhattisgarh,2008,3928815.0,4707499.0,1.2,rice
Chhattisgarh,2009,3837610.0,4347316.0,1.13,rice
Chhattisgarh,2010,3937796.0,6637737.0,1.69,rice
Chhattisgarh,2011,3939826.0,6300825.0,1.6,rice
Chhattisgarh,2012,3982172.0,7848401.0,1.97,rice
Chhattisgarh,2013,3987721.0,7102729.0,1.78,rice
Chhattisgarh,2014,4035700.0,7977746.0,1.98,rice
Chhattisgarh,2015,3959746.0,5154328.0,1.3,rice
Chhattisgarh,2016,4052587.0,8793273.0,2.17,rice
Chhattisgarh,2017,3976626.0,5749044.0,1.45,rice
Chhattisgarh,2018,4141378.0,6509430.0,1.57,rice
Chhattisgarh,2019,4266022.0,8569367.0,2.01,rice
Chhattisgarh,2020,4339258.0,9249686.0,2.13,rice
Chhattisgarh,2021,4348231.0,8825663.0,2.03,rice
Chhattisgarh,2022,4335202.0,11224482.0,2.59,rice
Dadra and Nagar Haveli,1998,14506.0,24793.0,1.71,rice
Dadra and Nagar Haveli,1999,14405.0,28692.0,1.99,rice
Dadra and Nagar Haveli,2000,15218.0,28663.0,1.88,rice
Dadra and Nagar Haveli,2001,13879.0,31035.0,2.24,rice
Dadra and Nagar Haveli,2002,13683.0,38321.0,2.8,rice
Dadra and Nagar Haveli,2003,13897.0,27933.0,2.01,rice
Dadra and Nagar Haveli,2004,13987.0,29171.0,2.09,rice
Dadra and Nagar Haveli,2005,13560.0,33643.0,2.48,rice
Dadra and Nagar Haveli,2006,15402.0,34515.0,2.24,rice
Dadra and Nagar Haveli,2007,13600.0,23700.0,1.74,rice
Dadra and Nagar Haveli,2008,13600.0,23400.0,1.72,rice
Dadra and Nagar Haveli,2009,12500.0,13500.0,1.08,rice
Dadra and Nagar Haveli,2010,10800.0,20839.0,1.93,rice
Dadra and Nagar Haveli,2011,10665.0,18552.0,1.74,rice
Dadra and Nagar Haveli,2012,13834.0,26704.0,1.93,rice
Dadra and Nagar Haveli,2013,13580.0,25497.0,1.88,rice
Dadra and Nagar Haveli,2014,13866.0,25907.0,1.87,rice
Dadra and Nagar Haveli,2015,14337.0,29598.0,2.06,rice
Dadra and Nagar Haveli,2016,14383.0,31837.0,2.21,rice
Dadra and Nagar Haveli,2017,14226.0,29458.0,2.07,rice
Dadra and Nagar Haveli,2018,17600.0,39361.0,2.24,rice
Dadra and Nagar Haveli,2019,16800.0,36282.0,2.16,rice
Daman and Diu,2013,2000.0,3600.0,1.8,rice
Daman and Diu,2014,1892.0,3800.0,2.01,rice
Daman and Diu,2015,1783.0,2030.0,1.14,rice
Daman and Diu,2016,2000.0,2571.0,1.29,rice
Daman and Diu,2017,1783.0,2179.0,1.22,rice
Daman and Diu,2018,1432.0,1823.0,1.27,rice
Daman and Diu,2019,1432.0,1823.0,1.27,rice
Delhi,2008,7039.0,19873.0,2.82,rice
Delhi,2009,6821.0,19008.0,2.79,rice
Delhi,2010,6848.0,19083.0,2.79,rice
Delhi,2011,7248.0,20198.0,2.79,rice
Delhi,2012,6068.0,19768.0,3.26,rice
Delhi,2013,6068.0,19768.0,3.26,rice
Delhi,2014,6035.0,17269.0,2.86,rice
Delhi,2015,5884.0,16837.0,2.86,rice
Delhi,2016,5973.0,17260.0,2.89,rice
Delhi,2017,5854.0,16837.0,2.88,rice
Delhi,2018,5848.0,16826.0,2.88,rice
Delhi,2019,5848.0,17580.0,3.01,rice
Goa,1997,21586.0,59916.0,2.78,rice
Goa,2004,52442.0,145174.0,2.77,rice
Goa,2005,52177.0,147236.0,2.82,rice
Goa,2006,52985.0,128945.0,2.43,rice
Goa,2007,52191.0,121679.0,2.33,rice
Goa,2008,49326.0,121867.0,2.47,rice
Goa,2009,47104.0,100605.0,2.14,rice
Goa,2010,46612.0,114994.0,2.47,rice
Goa,2011,47237.0,121991.0,2.58,rice
Goa,2012,45830.0,122821.0,2.68,rice
Goa,2013,42820.0,126511.0,2.95,rice
Goa,2014,41970.0,120505.0,2.87,rice
Goa,2015,41344.0,115068.0,2.78,rice
Goa,2016,40823.0,113227.0,2.77,rice
Goa,2017,38520.0,102997.0,2.67,rice
Goa,2018,36384.0,98854.0,2.72,rice
Goa,2019,34698.0,90375.0,2.6,rice
Goa,2020,32677.0,87341.0,2.67,rice
Goa,2021,32347.0,90431.0,2.8,rice
Goa,2022,11207.0,119874.0,10.7,rice
Gujarat,1997,672600.0,1042300.0,1.55,rice
Gujarat,1998,622100.0,1015900.0,1.63,rice
Gujarat,1999,664400.0,984900.0,1.48,rice
Gujarat,2000,587400.0,483300.0,0.82,rice
Gujarat,2001,667800.0,1040200.0,1.56,rice
Gujarat,2002,480800.0,596400.0,1.24,rice
Gujarat,2003,675300.0,1277000.0,1.89,rice
Gujarat,2004,679400.0,1196500.0,1.76,rice
Gujarat,2005,672900.0,1283600.0,1.91,rice
Gujarat,2006,689300.0,1141200.0,1.66,rice
Gujarat,2007,758600.0,1474200.0,1.94,rice
Gujarat,2008,747300.0,1302900.0,1.74,rice
Gujarat,2009,679500.0,1293000.0,1.9,rice
Gujarat,2010,808100.0,1665800.0,2.06,rice
Gujarat,2011,835500.0,1789700.0,2.14,rice
Gujarat,2012,701100.0,1497300.0,2.14,rice
Gujarat,2013,820399.0,1778090.0,2.17,rice
Gujarat,2014,794443.0,1771583.0,2.23,rice
Gujarat,2015,774182.0,1691864.0,2.19,rice
Gujarat,2016,847610.0,1988471.0,2.35,rice
Gujarat,2017,855290.0,1889809.0,2.21,rice
Gujarat,2018,838949.0,1912015.0,2.28,rice
Gujarat,2019,904350.0,1982633.0,2.19,rice
Gujarat,2020,906627.0,2144309.0,2.37,rice
Gujarat,2021,892027.0,2100773.0,2.36,rice
Gujarat,2022,947305.0,2396262.0,2.53,rice
Haryana,1997,913000.0,2556000.0,2.8,rice
Haryana,1998,1086694.0,2432000.0,2.24,rice
Haryana,1999,1083052.0,2563000.0,2.37,rice
Haryana,2000,1054282.0,2695000.0,2.56,rice
Haryana,2001,1027505.0,2726000.0,2.65,rice
Haryana,2002,905651.0,2468000.0,2.73,rice
Haryana,2003,1015191.0,2790000.0,2.75,rice
Haryana,2004,1024236.0,3010000.0,2.94,rice
Haryana,2005,1046588.0,3194000.0,3.05,rice
Haryana,2006,1042036.0,3371000.0,3.24,rice
